봄여름가을겨울 재배,재배 지역,작업기간,작업시기,추천작업1,추천작업2,추천작업3,추천작업4,추천작업5,항목구분,가이드분류,체크리스트,주기유형,간격일,작업분류,비고
겨울(시설)재배,제주·남부 시설,수확 후 10~14일,익년 5월 21일~6월 3일,,,,,,가이드,수확과 저장,본 저장 시 3~4℃·습도 80~85%(가공용은 8~10℃)를 유지해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,수확 후 10~14일,익년 5월 21일~6월 3일,,,,,,가이드,수확과 저장,장기간 저장할 때는 4℃를 유지하면서 주기적으로 환기해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,저장 중,익년 6월 4일~7월 3일,본저장,,,,,작업,,본저장,주기성,3,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,저장 중,익년 6월 4일~7월 3일,본저장,,,,,작업메모,,"3~4℃·습도 80~85%(가공용은 8~10℃)를 유지하고, 3~4일 간격으로 환기하며 상태를 점검해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,저장 중,익년 6월 4일~7월 3일,,,,,,가이드,수확과 저장,잎과 줄기가 노랗게 변하면(황엽기~고엽기) 수확해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,저장 중,익년 6월 4일~7월 3일,,,,,,가이드,수확과 저장,"수확 후에는 12~18℃·습도 80~85% 환경에서, 빛이 들지 않고 통풍이 잘되는 서늘한 곳에 얇게 펴서 10~14일간 예비저장해주세요.",-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,저장 중,익년 6월 4일~7월 3일,본저장,,,,,가이드,수확과 저장,본 저장 시 3~4℃·습도 80~85%(가공용은 8~10℃)를 유지해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
겨울(시설)재배,제주·남부 시설,저장 중,익년 6월 4일~7월 3일,본저장,,,,,가이드,수확과 저장,장기간 저장할 때는 4℃를 유지하면서 주기적으로 환기해주세요.,-,,storage,실시간 날씨경보·뉴스 항목은 저장된 귀농지역+실측데이터가 있을 때만 자동 추가됨(이 표에는 미포함)
부록,,기상재해 대응,발생시기: 봄·가을,기상재해 대응: 저온·서리,,,,,기상재해대응,,아침 기온이 3℃ 이하로 떨어지는 날엔 밭에 부직포나 비닐을 덮어 서리를 막아주세요.,실시간조건부,,weather-disaster,"증상: 출현·생육 지연, 새싹 갈변·고사. 늦서리 시 1~2주 생육 지연·수량 감소 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출"
부록,,기상재해 대응,발생시기: 봄·여름·가을,기상재해 대응: 가뭄,,,,,기상재해대응,,"흙을 손가락 한 마디(3~5cm) 정도 파서 만져보고 말라 있으면, 이랑 전체가 촉촉해질 만큼 물을 충분히 주세요.",실시간조건부,,weather-disaster,"증상: 덩이줄기 비대 불량, 수량 감소. 출현기~괴경비대 초기 물 부족에 특히 취약 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출"
부록,,기상재해 대응,발생시기: 5~6월·7월,기상재해 대응: 장마·습해,,,,,기상재해대응,,"밭 가장자리와 고랑(이랑 사이 골)의 물 빠지는 길이 막히지 않았는지 살펴보고, 물이 고여 있으면 삽으로 물길을 터서 바로 빼주세요.",실시간조건부,,weather-disaster,증상: 역병·습해로 부패 발생. 침수 24시간=부패 시작·36시간=41% 부패·48시간=100% 부패 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출
부록,,기상재해 대응,발생시기: 여름·가을,기상재해 대응: 고온·태풍,,,,,기상재해대응,,한낮(오전 11시~오후 3시)에는 되도록 밭 작업을 피하고 이른 아침이나 해 질 무렵에 작업하세요. 태풍이 예보되면 지지대·비닐하우스를 미리 점검하세요.,실시간조건부,,weather-disaster,"증상: 출현율 저하, 수량 감소 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출"
부록,,기상재해 대응,발생시기: 덩이줄기 비대기,기상재해 대응: 중심공동,,,,,기상재해대응,,"비료(특히 칼슘 성분)가 부족하지 않은지 확인하고, 물을 한 번에 몰아주지 말고 조금씩 자주 나눠 주세요.",실시간조건부,,weather-disaster,증상: 칼슘 부족 상태에서 급성장 시 덩이줄기 중심에 빈 속이 생기고 변색 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출
부록,,기상재해 대응,발생시기: 비대기~수확기,기상재해 대응: 열개,,,,,기상재해대응,,"갑자기 많은 비나 물을 주지 말고, 평소보다 적은 양을 여러 번 나눠서 꾸준히 주세요.",실시간조건부,,weather-disaster,증상: 내부압력·바이러스·수확 시 마찰로 덩이줄기 표면이 갈라짐 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출
부록,,기상재해 대응,발생시기: 저장기,기상재해 대응: 흑색심부,,,,,기상재해대응,,저장 창고를 꽉 닫아두지 말고 주기적으로 문을 열어 환기해 창고 안 공기가 탁해지지 않게 해주세요.,실시간조건부,,weather-disaster,"증상: 고온 밀폐 저장고의 산소결핍, 저온→고온 급변 시 덩이줄기 일부가 흑변 / 저장된 지역의 최근 기상특보·실측치와 일치할 때만 노출"
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 모자이크바이러스,,,,,병해충방제,,"진딧물 방제, 병 없는 씨감자 이용, 감염주 제거 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 잎말림바이러스,,,,,병해충방제,,"진딧물 방제, 병 없는 씨감자 이용, 감염주 제거 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 역병,,,,,병해충방제,,"저항성 품종 선택, 병 없는 씨감자 이용, 돌려짓기, 적용약제 살포 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 검은무늬썩음병,,,,,병해충방제,,"병 없는 씨감자 이용, 씨감자 소독, 산광싹틔우기, 배수관리 철저 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 겹둥근무늬병,,,,,병해충방제,,"적용약제 살포, 적정 시비 및 배수관리 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 반쪽시들음병,,,,,병해충방제,,"저항성 품종 선택, 감염주 제거, 적정 시비 및 배수관리, 돌려짓기 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 더뎅이병,,,,,병해충방제,,"저항성 품종 선택, 병 없는 씨감자 이용, 돌려짓기, 적절한 토양수분 유지, 완숙퇴비 이용 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 풋마름병,,,,,병해충방제,,"병 없는 씨감자 이용, 배수관리 철저, 돌려짓기 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 무름병,,,,,병해충방제,,"병 없는 씨감자 이용, 배수관리 철저, 돌려짓기, 감염주 제거, 상처 치료 후 저장 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 병해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 진딧물,,,,,병해충방제,,"밭 주위에 키 큰 작물 심기, 기주식물 제거, 전용약제 살포 등의 방법으로 대응해주세요.",실시간조건부,,pest-control,유형: 충해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
부록,,병해충 방제,"생육기 전반, 상시 예방",병해충 방제: 파밤나방,,,,,병해충방제,,전용약제 살포 등의 방법으로 대응해주세요.,실시간조건부,,pest-control,유형: 충해 / 관련 키워드가 포함된 최근 7일 이내 뉴스가 있을 때만 노출
