재배유형,날짜,요일,추천작업,작업설명,이시기_주의사항
여름재배,2026-09-05,토,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-06,일,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-07,월,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-08,화,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-09,수,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-10,목,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-11,금,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-12,토,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-13,일,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-14,월,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-15,화,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-16,수,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-17,목,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-18,금,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-19,토,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-20,일,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-21,월,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-22,화,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-23,수,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-24,목,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-25,금,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-26,토,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-27,일,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-28,월,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-29,화,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-09-30,수,수확,,"고온태풍 막바지 대비, 가을재배 파종 준비 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-10-01,목,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-02,금,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-03,토,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-04,일,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-05,월,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-06,화,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-07,수,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-08,목,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-09,금,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-10,토,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-11,일,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-12,월,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-13,화,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-14,수,예비저장,적정온도 12~18℃·습도 80~85%. 빛이 들지 않고 통풍 잘되는 서늘한 곳에 얇게 펴서 10~14일간 말려요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-15,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-16,금,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-17,토,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-18,일,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-19,월,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-20,화,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-21,수,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-22,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-23,금,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-24,토,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-25,일,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-26,월,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-27,화,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-28,수,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-29,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-30,금,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-10-31,토,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리 주의(가을재배 생육기), 병해충 방제 철저 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-01,일,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-02,월,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-03,화,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-04,수,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-05,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-06,금,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-07,토,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-08,일,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-09,월,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-10,화,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-11,수,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-12,목,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
여름재배,2026-11-13,금,본저장,적정온도 3~4℃(가공용 8~10℃)·습도 80~85% 유지. 장기 저장 시 4℃ 유지 및 주기적 환기가 필요해요.,"저온·서리로 수량감소·동해 우려, 겨울시설재배 파종 준비 / 저온→고온 급변 또는 고온 밀폐 저장 시 흑색심부(내부 흑변) 주의"
가을재배,2026-07-11,토,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-12,일,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-13,월,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-14,화,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-15,수,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-16,목,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-17,금,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-18,토,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-19,일,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-20,월,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-21,화,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-22,수,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-23,목,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-24,금,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-25,토,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-26,일,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-27,월,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-28,화,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-29,수,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-30,목,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-07-31,금,싹 틔우기,10~15일간 싹을 틔워요.,"고온다습 장마 배수관리, 역병·무름병·습해 주의"
가을재배,2026-08-01,토,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-02,일,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-03,월,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-04,화,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-05,수,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-06,목,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-07,금,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-08,토,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-09,일,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-10,월,싹 틔우기,10~15일간 싹을 틔워요.,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-11,화,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-12,수,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-13,목,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-14,금,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-15,토,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-16,일,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-17,월,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-18,화,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-19,수,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-20,목,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-21,금,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-22,토,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-23,일,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-24,월,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-25,화,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-26,수,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-27,목,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-28,금,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-29,토,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-30,일,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-08-31,월,밭 준비 & 파종,,"고온·태풍 대비 배수관리, 출현율 저하 주의"
가을재배,2026-09-01,화,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-02,수,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-03,목,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-04,금,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-05,토,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-06,일,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-07,월,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-08,화,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-09,수,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-10,목,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-11,금,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-12,토,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-13,일,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-14,월,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-15,화,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-16,수,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-17,목,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-18,금,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-19,토,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-20,일,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-21,월,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
가을재배,2026-09-22,화,제초·북주기·배수,,"고온태풍 막바지 대비, 가을재배 파종 준비"
