서비스ID,서비스명,서비스분야,서비스목적요약,지원내용,선정기준,소관기관명,소관기관유형,부서명,사용자구분,신청기한,신청방법,접수기관,전화문의,상세조회URL,조회수,_매칭키워드
483000000120,과수 조류피해 방지 포획트랩 운영 지원,농림축산어업,조류피해 과수농가에 포획트랩 설치 지원,○ 조류 피해 방지를 위한 포획트랩 설치 운영,,전남광주통합특별시 나주시,시군구,배원예유통과,개인,2025.12.15~2026.01.20,방문신청,,배원예유통과/061-339-7373,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/483000000120,748,농가
483000000129,농산물 최저가격 지원,생활안정,농협 등에 공동출하하는 농업인을 대상으로 농산물 최저가격 보전 지원,"○ 대상품목 : 관내 농협 등 유통조직을 통해 계통 및 공동출하하는 품목

○ 지원제외 품목 
-­ 쌀, 잡곡
- 채소가격안정사업품목(배추,무,고추,마늘,대파, 양파 등)
- 수혜도가 큰 품목(배,멜론 등)

○ 지원내용 : 시장가격이 최저가격 보다 하락할 경우 그 차액 일부 지원

○ 지원한도 
 ­ - 품목별 연간 5백만원, 농가당 10백만원을 초과할 수 없음
  - 품목별 연가 총액 상한 5억원, 연간 총액 상한 10억원을 초과할 수 없음",,전남광주통합특별시 나주시,시군구,배원예유통과,개인,상시신청,방문신청,,배원예유통과/061-339-7362,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/483000000129,1027,"농업,농가"
484000000106,우수 농식품 해외 전자상거래 입점 지원,농림축산어업,수출농가 등을 대상으로 해외 전자상거래 입점 등 지원,"○ 해외 전자상거래 입점, 판매를 위한 제품 현지화, 상품 동영상 페이지 제작 및 현지 매장 입점, 테스트 판매 등 지원",,전남광주통합특별시 광양시,시군구,농식품유통과,개인,상시신청,방문신청,,농식품유통과/061-797-3440,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000106,577,농가
484000000112,수출농산물 육묘대 지원,농림축산어업,농업인에게 수출농산물 육묘대 지원,"○ 수출농산물 육묘대 지원사업
  - 시설원예 수출농가 및 수출 조직
  - 신선과채류 수출실적에 따른 차등 지원
  - 예산범위 내 실 구입 종자대 및 육묘대 지원",,전남광주통합특별시 광양시,시군구,스마트원예과,개인,연초(1월경),방문신청,,스마트원예과/061-797-3549,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000112,497,"농업,농가"
484000000121,과수 재배시설 확충 지원,생활안정,농업인에게 과수 재배시설 확충 지원,"○ 과수 재배시설 확충 지원사업
  - 기 조성된 과원을 경영하고 있는 자 중 과수 재배시설 확충 지원사업을 희망하는 농업인 또는 농업법인
  - 중형관정, 모노레일, 스프링클러, 방풍망 등
  - 사업비 범위 내 자부담 능력이 있고, 시설 투자비 및 운전자금이 충분한 자, 농업경영체에 등록된 1,000㎡(중형관정 3,000㎡)이상 본인소유로 70% 이상 식재된 과원을 운영하는 자",,전남광주통합특별시 광양시,시군구,스마트원예과,개인,연초(1월경),방문신청,,스마트원예과/061-797-3762,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000121,696,농업
484000000126,시설하우스 생석회 공급 지원,농림축산어업,시설원예 농업인에게 시설하우스 생석회 공급 지원,"○ 시설하우스 생석회 공급 지원 사업
  - 농업경영체에 등록된 1,000㎡ 이상 시설원예 작목반
  - 생석회 지원(64.5만원/ha)",,전남광주통합특별시 광양시,시군구,스마트원예과,개인,연초(1월경),방문신청,,스마트원예과/061-797-3549,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000126,595,농업
484000000128,농어촌민박 소방안전시설 지원,행정·안전,"농어촌민박 사업자를 대상으로 소방안전시설 지원
- 소방시설 설치 및 방역물품 구입 지원",○ 농어촌민박 소방안전시설 지원,,전남광주통합특별시 광양시,시군구,농업정책과,법인/시설/단체,상시신청,방문신청,,농업정책과/061-797-3538,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000128,883,농업
484000000130,전업농 육성 노후하우스 개보수 지원,농림축산어업,농업인에게 노후 시설하우스 개보수 지원,"○ 전업농 육성 노후하우스 개보수 지원사업
 - 기존 시설하우스 보유농가 중 희망농가, 유동팬, 환기팬, 자동개폐기, 보온 시설 장비
 - 지원한도 : 농가당 10,000㎡ 이내(비교견적)",,전남광주통합특별시 광양시,시군구,스마트원예과,개인,연초(1월경),방문신청,,스마트원예과/061-797-3549,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000130,562,"농업,농가"
484000000140,전업농 육성 시설하우스 신축 지원,농림축산어업,농업인에게 소득작목 시설하우스 신축 지원,"○ 전업농 육성 시설하우스 신축 지원사업
 - 농업경영체에 등록된 필지를 소유(임차)한 지역 소득작목 재배농가 및 신규 재배 희망농가 
 - 광폭하우스(1㎡당 4만원), 단동하우스(1㎡당 2.5만원)",,전남광주통합특별시 광양시,시군구,스마트원예과,개인,연초(1월경),방문신청,,스마트원예과/061-797-3549,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000140,583,"농업,농가"
484000000147,맞춤형 화학비료 지원,농림축산어업, 맞춤형 비료 구입비 지원으로 영농비 절감,"○ 지원대상 : 광양시에 주민등록상 주소를 둔 농업경영체 등록 농업(법)인
   ○ 지원내용 : 토양검증 분석 결과에 따른 지역 특성에 맞는 맞춤형 비료 지원
   ○ 비료신청 및 공급 : 농지 소재지 지역농협
   ○ 공급방법 : 농협에서 농가신청, 구매계약, 농가공급, 사업비 정산 등
  ○ 사업량: 80,000포/20kg(화학비료 73,000, 칼슘유황비료 7,000) 
  ○ 사업비: 233,000천원(시비)  * 농협 61,900천원 자체 지원
  ○ 지원단가(포)
      - 화학비료 : 시비 3,000원, 농협 800원
      - 칼슘유황비료(입상) : 시비 2,000원, 농협 500원",,전남광주통합특별시 광양시,시군구,스마트원예과,개인,전년 12월경 ~ 당해년 1월경,방문신청,,스마트원예과/797-3531,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000147,853,"농업,영농,농가,농지"
484000000412,광양시 친환경농업대학 입학 신청(스마트농업반),농림축산어업,지역농업의 특화 발전에 필요한 품목별 장기 기술교육을 추진,"○ 공통과목 : 농업기술센터 이용 안내, 토양관리, 작물재배 기초, 선진지 현장교육 등
○ 스마트농업 : 스마트팜의 기초, 시설원예 구조설계, 토양관리 등",,전남광주통합특별시 광양시,시군구,기술보급과,개인,상시신청,직접입력,,기술보급과/061-797-3323,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000412,81,농업
484000000413,농업인 크리에이터 교육 신청(농업촬영 기초반),농림축산어업,농업인의 창의적인 홍보 활동을 위한 크리에이터 교육 지원 및 인력육성,"○접수기간: 2026. 2. 19.(목) ~ 2. 26.(목) / 18:00까지
○교육일정: 2026. 3. 9.(월) ~ 5. 4.(월) / 13:30 ~ 16:30(기간중 16회 / 월, 수)
○ 교육내용
    - 농업촬영 기초반
     ․ 전자상거래를 위한 사진 촬영법, 편집, 홍보 영상
     ․ 농산물 등 홍보 영상 촬영법, 편집 등",,전남광주통합특별시 광양시,시군구,기술보급과,개인,상시신청,직접입력,,기술보급과/061-797-3323,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000413,96,농업
484000000414,도시민 주말농장,농림축산어업,"주말농장을 이용한 농업,농촌 이해도 증진 및 도시민 건강 증진 및 정서 함양","1개소, 2,000제곱미터 총 150구획
1가구, 약 11제곱미터 제공
일반 90구획, 은퇴자 20구획, 다자녀 20구획, 다문화 20구획",,전남광주통합특별시 광양시,시군구,기술보급과,개인,2026.02.26~2026.03.05,방문신청||직접입력,,기술보급과 도시농업팀/061-797-3380,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/484000000414,99,"농업,농촌"
485000000116,유기농업자재 지원,농림축산어업,"농업경영체등록하고 토양검정결과서를 제출한 농가에 대해  유기농업자재, 녹비및 자재 등 지원","○ 지원내용 : 친환경농업인 등에게 유기농업자재, 녹비종자 등 구입비 일부 지원
○ 지원형태 : 농가별 구입 후 보조금 지급(50%)",,전남광주통합특별시 담양군,시군구,축산원예과,개인,해년마다 상이(통상 11월~12월),방문신청,,축산원예과/061-380-2733,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/485000000116,600,"농업,농가"
485000000117,시설원예 과수·채소 수정벌 지원,농림축산어업,"시설하우스 내 과수, 과채류 재배농가에 수정벌 구입 지원","○ 지원내용 : 시설원예 과수·채소류 재배농가 수정벌 지원
○ 지원형태 : 농가별 구입 후 보조금 지급(50%)",,전남광주통합특별시 담양군,시군구,축산원예과,개인,해년마다 상이(통상 6~7월),방문신청,,축산원예과/061-380-2758,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/485000000117,538,농가
485000000121,돌발 자연재해 응급복구 지원,보호·돌봄,돌발재해로 피해 입은 농업인에게 응급복구 비용 및 자재비 지원,"○ 지원대상 : 돌발성 자연재해로 시설하우스 피해를 입은 농가

○ 지원내용 : 응급복구에 따른 비용 및 자재비 지원",,전남광주통합특별시 담양군,시군구,축산원예과,개인,상시신청,방문신청,,축산원예과/061-380-2757,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/485000000121,894,"농업,농가"
485000000122,빈집 정비 지원,문화·환경,농촌 빈집 소유자에게 빈집 정비(철거)에 따른 사업비 보조,"○ 농촌 주거환경을 저해하는 등 공익상 유해한 주택의 정비를 통해 농촌의 주거환경을 효율적으로 개선

○ 지원한도 : 세대당 300만원 보조

○ 우선순위 : 관광지 주변, 도로변, 빈집 방치로 마을미관 및 주거환경 저해, 청소년 탈선장소로 사용되는 빈집, 슬레이트해체(철거) 처리사업 대상자, 농촌빈집 실태조사에 등록된 빈집",,전남광주통합특별시 담양군,시군구,도시과,개인,상시신청,방문신청,,도시과/061-380-3241,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/485000000122,800,농촌
485000000124,영세고령농가 재해보험료 자부담료 지원,농림축산어업,영세고령농가에 재해보험료 자부담료 지원,"○ 담양군에 주소를 두고 농업경영체 등록 경영주 중 만 65세 이상 경작면적 1ha 미만 농업인에게 
     농작물(벼) 재해보험료 자부담(10%), 농업인 안전재해보험료 자부담(20%) 지원",,전남광주통합특별시 담양군,시군구,농업유통과,개인,"영세고령농가- 농작물 '벼' 재해보험 4~6월,  농업인안전재해보험 2~12월",방문신청,,농업유통과/061-380-2720,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/485000000124,635,"농업,농가,농작물"
486000000105,귀농·귀촌인 육성 지원,농림축산어업,귀농인에게 농가주택 수리비 및 신규 농업인 인력육성 지원,"○ 귀농귀촌인 농가주택 수리비 지원(보조 100%)
 - 지원금액 : 가구당 5백만원 한도 내에서 수리비 지원

○ 귀농인 신규 농업인 인력육성사업 : 보조 50%(군비 50%, 자담 50%)
 - 1인지원 한도액 : 600만원, 시설하우스, 농지 또는 농기계 구입, 묘목대, 가축입식, 관정 등 영농기반 조성비용",,전남광주통합특별시 곡성군,시군구,농촌지원과,개인,매년 1월,방문신청,,곡성농업기술센터 농촌지원과/061-360-8841,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/486000000105,879,"귀농,귀촌,농업,영농,농촌,농가,농지"
486000000126,노동 절감형 스마트 청년농업인 육성 지원,농림축산어업,관내 주소를 두고있는 청년농업인을 대상으로 스마트농업과 경영비 절감을 위한 비용 지원,"❍ 사업내용 및 시범요인
  ① 스마트온실․과수․수도작 등 분야별 스마트 농업 
    - 농약 비료 등 투입자재 최적화 생산비용 절감 생산량 증대 
  ② 환경관리 자동제어, 무인드론 활용 자동 농기계 및 시설관리 등  
    - 온․습도 등 환경 모니터링, 양분공급, 관수, 급여, 접목 등 자동화
  ③ 전문경영 소프트웨어 사용 농업생산이력 데이터 획득 경영비 절감 
    * 제외대상  : 경운기 및 트랙터, 관리기 등 단순대형 농기계 및 건설장비",,전남광주통합특별시 곡성군,시군구,농촌지원과,개인,2026.01.05~2026.02.05,정부24온라인신청||방문신청,,농촌지원과 인력육성팀/061-360-8821,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/486000000126,1685,"농업,농촌"
486000000128,고령 영세농업인 영농경영비 지원,농림축산어업,신청 자격 요건에 맞는 고령 영세농업인에게 영농경영비 지원,"○ 고령 영세농업인 영농경영비 지원
 - 농업경영체 등록되어 있고, 실제 벼를 재배하고 있는 농지에 대해 매년 물가 상승량을 고려하여 영농비 산정 후 일부 지원",,전남광주통합특별시 곡성군,시군구,농정과,개인,"매년 10월 ~ 11월 경이며, 자세한 일정은 곡성군 미래농업팀(360-8343)으로 문의바랍니다. ",정부24온라인신청||방문신청,,농정과 미래농업팀/061-360-8343,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/486000000128,690,"농업,영농,농지"
486000000130,신규농업인(귀농귀촌) 현장실습 교육,보육·교육,"귀농연수생 월 80만원, 선도농가 월 40만원 한도로 지급 ","매월 20일 이상 연수자에 한하여 귀농연수생 및 선도농가에게 교육훈련비 지급(연수생 월80만원, 선도농가 월40만원)",,전남광주통합특별시 곡성군,시군구,농촌지원과,개인,접수기관 별 상이,방문신청,,곡성군농업기술센터/061-360-8812,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/486000000130,768,"귀농,귀촌,농업,농촌,농가"
487000000111,시설하우스 온풍기 가스 구입비 지원,농림축산어업,시설하우스 농업인 등에게 온풍기 가스(LPG) 연료 구입비 지원,"가스 연료를 사용하는 시설하우스 작물 재배농가에 온풍기 가스(LPG) 연료 구입비 지원
  - 지원조건: 농업경영체를 등록한 시설재배 농업인
  - 지원한도: 하우스 1동(200평 기준) (온풍기 1대, 환풍기 5대)
  - 지원비율: 1개소당 1백만 원(보조100%)",,전남광주통합특별시 구례군,시군구,농업기술센터,개인,1~2월,방문신청,,구례군 농업기술센터 원예정책팀/061-780-8083,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/487000000111,598,"농업,농가"
487000000112,애호박 인큐베이터 구입 지원,농림축산어업,시설하우스 애호박 재배 농업인 인큐베이터 구입 지원,"○ 애호박 인큐베이터(포장재) 구입비 지원
  - 지원기준: 40매/㎡
  - 지원단가: 30원/매
  - 지원비율: 보조 50%, 자담 50%",,전남광주통합특별시 구례군,시군구,농업기술센터,개인,1~2월 ,방문신청,,구례군 농업기술센터 원예정책팀/061-780-8083,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/487000000112,518,농업
487000000122,귀농인 정착 농업시설 지원,주거·자립,"귀농인에게 비닐하우스, 저온저장고, 농기계 등 구입 지원","○ 농가 당 6백만 원 사업비 중 보조70%(4.2백만 원 한도 내 지원), 자부담30%
 ※ 추가사업비는 자부담

○ 비닐하우스, 저온저장고, 농업용 관정, 농기계 구입(건조기, 경운기, 관리기, 전정가위 등)선택1
 ※ 부속작업기 제외",,전남광주통합특별시 구례군,시군구,농업기술센터,개인,2026. 1. 2. ~ 2. 2.  미달시 추가모집,방문신청,,농업기술센터/061-780-8086,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/487000000122,881,"귀농,농업,농가"
487000000134,귀농·귀촌인 주택수리 지원,주거·자립,귀농인에게 주택수리 비용 지원,"○ 개소(가구)당 5백만원 주택수리비 중 4백만원 지원
 - 보조 80%, 자담 20%, 추가사업비는 자담

○ 수리비는 빈집리모델링, 보일러교체, 지붕․부엌․화장실 개량 등 주거시설의 수리에 한함
 - 창고 등 실주거와 관련 없는 부속시설 등은 제외",,전남광주통합특별시 구례군,시군구,농업기술센터,개인,2026. 1. 2. ~ 2. 2.  미달시 추가모집,방문신청,,농업기술센터/061-780-2086,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/487000000134,969,"귀농,귀촌,농업"
487000000135,구례정착 보금자리 조성 지원,생활안정,정착주민에게 주택 리모델링비 등 보금자리 조성 지원,"○ 개소당 21.5백만 원 주택 리모델링비 지원(보조 100%)

○ 보조금 활용은 빈집 리모델링, 보일러 교체, 지붕·부엌·화장실 개량 등 주거시설의 수리에 한함 
 ※ 실주거와 관련없는 부속시설(창고 등)의 수리는 제외

○ 빈집소유주↔마을, 주택관리 및 제3자임대 협약(5년) 체결 후 사업신청

○ 사업완료 후 운영관리 주체인 마을의 보금자리 운영관리 위원회 구성명단 첨부 후 사업신청

○ 단독주택인 빈집으로 소유권 등기가 완료되고 대지와 건물의 등기사항전부증명서(등기부등본)의 갑구(소유권에 관한 사항), 을구(소유권 이외의 권리에 관한 사항)에 제한사항이 없어야 함. 또한 약정한 귀농․귀촌인 거주 기간에도 갑구, 을구에 제한사항이 없어야 함
 ※ 지원제외 대상 : 미등기 주택, 다세대주택, 아파트, 빌라, 신규 조성 마을 내 주택

○ 건물은 적법한 허가를 득한 것이어야 함

○ 상속 중인 주택은 상속등기가 완료되어야 함

○ 건축물과 토지의 소유자가 다를 경우 토지소유자의 사용승낙서를 함께 제출해야 함

○ 구비서류: 신청서, (건물, 토지)등기부등본, 건축물대장, 지적도, 토지이용계획확인서, 주민등록 등본, 주택관리 및 제3자 임대협약서, 보금자리 운영 마을 위원회 구성 명단, 빈집 현황 사진, 개인정보 수집이용 동의서 토지사용승낙서, 가족관계증명서",,전남광주통합특별시 구례군,시군구,농업기술센터,개인,접수기관 별 상이,방문신청,,농업기술센터 귀농귀촌팀/061-780-8085,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/487000000135,861,"귀농,귀촌,농업"
487000000145,밀 재배농가 경영안정대책비 지원,농림축산어업,우리밀 재배 농업인 등에게 경영안정대책비 지원,"○ 2025년 기준, 1ha당 500,000원 지원(지급한도: 2ha이하, 1,000㎡미만 농가 제외)",,전남광주통합특별시 구례군,시군구,농정과,개인,5~7월 ,방문신청,,구례군 농정과 친환경농업팀/061-780-2375,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/487000000145,749,"농업,농가"
488000000102,"친자검증(분석비, 시료채취비) 지원",농림축산어업,혈통 등록우 사육 농가에 모근채취 및 친자확인 분석 지원,○ 친자확인을 위한 모근채취 및 친자확인 분석,,전남광주통합특별시 고흥군,시군구,축산정책과,개인,상시신청,방문신청,,축산정책과/061-830-5393,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000102,614,농가
488000000108,귀농·귀촌인 농가주택 수리비 지원,주거·자립,귀농인에게 주택수리비 지원,"○ 본인 또는 배우자 소유 주택수리비 지원
 - 지붕, 출입문교체, 창문시공, 싱크대 수리 등 / 5백만원",,전남광주통합특별시 고흥군,시군구,인구정책과,개인,상시신청,방문신청,,인구정책과/061-830-6849,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000108,1057,"귀농,귀촌,농가"
488000000109,귀농·귀촌인 삶터기반 지원,농림축산어업,귀농인에게 생활기반시설 조성 지원,"○ 생활기반시설 조성 지원
 - 전기, 통신, 상수도 / 5백만원",,전남광주통합특별시 고흥군,시군구,인구정책과,개인,상시신청 가능하나 예산소진 시 조기마감,방문신청,,인구정책실/061-830-6848,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000109,864,"귀농,귀촌"
488000000114,소형 전기운반차 지원,농림축산어업,여성농업인 등에게 소형전기운반차 구입비 일부 지원,"○ 소형전기운반차 구입비의 일부 지원
 - 최저 350만원~최대 400만원",,전남광주통합특별시 고흥군,시군구,농업정책과,개인,상시신청,방문신청,,농업축산과/061-830-5376,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000114,723,농업
488000000119,도전! 청년농부 농지임차료 등 지원,농림축산어업,"농어촌공사 농지임차료 최대2백만원(3년)
구입농지 취득세/소유권이전 비용 최대2백만원(3회","○ 고흥군에 주소를 두고 있으면서 영농에 종사하는 18~49세 청년(농가주)
○ '23년 말 기준 경작면적 5ha 이하의 농업인 또는 신규농업인",,전남광주통합특별시 고흥군,시군구,인구정책과,개인,상시신청,방문신청,,인구정책실/061-830-5833,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000119,879,"농업,영농,농가,농지"
488000000127,품질 고급화 장려금 지급,농림축산어업,한우 사육농가 등에 거세 송아지 시술비 등 지원,"○ 우수 육질등급 판정 농가, 거세 송아지 시술비 지원 등",,전남광주통합특별시 고흥군,시군구,축산정책과,개인,상시신청,방문신청,,축산정책과/061-830-5394,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/488000000127,664,농가
489000000111,청년귀농인 농업창업 지원,농림축산어업,만 18세~50세 미만 청년귀농인에게 농업시설물 및 농기계 구입비 지원,"○ 지원대상 : 만 18세~만 50세 미만 청년귀농인

○ 지원자격
 - 전입일 기준 5년 이내 신청
 - 귀농 교육 100시간 이상 이수

○ 지원내용 : 농업시설물 및 농기계 구입비 70% 지원(3,000만원 한도)",,전남광주통합특별시 보성군,시군구,인구정책과,개인,상시신청,방문신청,,인구정책과 고향사랑지원팀/061-850-5991,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/489000000111,797,"귀농,농업"
489000000135,귀농인 정착장려금 지원,주거·자립,만 65세 이하 귀농인에게 정착장려금 지원,"○ 지원대상 
 - 귀농신고 후 1년 6개월 경과 후 정착장려금 1년간 귀농인원별 차등 지급
 - 귀농 신고당시 만20세 이상 ~만 65세 이하 귀농인

○ 지원제외 : 건강보험 직장의료보험 가입자

○ 지원액 : 1인 20만원, 2인 35만원, 3인 이상 50만원",,전남광주통합특별시 보성군,시군구,인구정책과,개인,상시신청,방문신청,,인구정책과 고향사랑지원팀/061-850-5991,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/489000000135,820,귀농
490000000120,충전식 전기분무기 지원,농림축산어업,농업인에게 충전식 전기분무기 지원,"○ 화순군에 1년(신청일 기준)이상 거주하고 농지를 소유 또는 임대하여 농산물을 실경작하고 있는 농업인에 충전식 전기분무기 지원
 - 지원내용 : 1대당 군비 40%, 농협 30%, 자담 30%
 - 대당 지원단가 270,000원 보조금 지원 한도 : 189,000원(농협 부담 포함)",,전남광주통합특별시 화순군,시군구,농업정책과,개인,상시신청,방문신청,,농업정책과/061-379-3673,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/490000000120,794,"농업,농지"
491000000103,가을철 열성질환 관리 지원,농림축산어업,농업 관련 종사자 등에게 진드기 매개감염병 예방 기피제 배부 지원,○ 진드기 매개감염병 예방 교육 및 기피제 배부,,전남광주통합특별시 장흥군,시군구,보건소,개인,상시신청,신청불필요,,보건소/061-860-6434,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/491000000103,806,농업
491000000109,귀농어업인 창업 및 주택수리 지원,고용·창업,ㅇ 귀농인에게 귀농 창업 및 주택수리비 보조,"○ 귀농창업 보조 2,000만원(보조 1,000만원 자담 1,000만원)

○ 주택수리비 보조 500만원(보조 5백만원)",,전남광주통합특별시 장흥군,시군구,농산유통과,개인,매년 초에 읍면사무소 산업팀을 통해 신청,방문신청,,농산유통과/061-860-5951,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/491000000109,820,귀농
492000000115,친환경농업 농가소득 지원,농림축산어업,"친환경농업인에게 볏짚환원, 장려금, 인증비 등 지원","○ 논벼 재배농가 왕우렁이 피해 예방약제 지원 : 왕우렁이 피해 예방을 위하여 약제 비용의 ha당 25만원 지원(보조 80%)

○ 친환경 농산물 생산장려금 지원 
  -  유기농 벼 인증을 받은 농업인에게 ha당 40만원 지원
  -  무농약 벼 인증을 받은 농업인에게 ha당 20만원 지원
  -  친환경 과수채소 농가 생산장려금지원 ha당 50만원 지원
○ 친환경농산물 인증비 지원 : 친환경인증을 받은 농업인에게 인증 소요비용 지원

○ 친환경농업단지 장려금 지원 : 친환경인증을 받은 농업인에 품목 및 단계별에 따라 장려금 지원",,전남광주통합특별시 강진군,시군구,농정과,개인,상시신청,방문신청,,농정과/061-430-3112,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/492000000115,685,"농업,농가"
492000000118,친환경농가 농작물 재해보험료 지원,농림축산어업,친환경농업인에게 농작물 재해보험 가입 시 자부담분 지원,○ 친환경농가 농작물 재해보험 가입시 자부담분(10%) 지원,,전남광주통합특별시 강진군,시군구,농정과,개인,상시신청,방문신청,,농정과/061-430-3117,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/492000000118,578,"농업,농가,농작물"
492000000134,귀농인 지원,농림축산어업,"신청 자격요건을 충족한 귀농인에게 영농기반 시설·장비, 주택수리 지원","○ 귀농인 영농기반 시설·장비 지원(지원50%, 자부담50%)
  사업내용: 농업기반(농업기계, 시설하우스, 축사 등) 확충
      - (농업기반) 작물재배 및 가축사육에 필요한 시설의 설치 또는 리모델링
       - (농업기계) 저온저장고, 농업용 창고 등 
       - (기    타) 유실수 등의 묘목",,전남광주통합특별시 강진군,시군구,농업기술센터,개인,매년 1월 신청 / 신청인원 미달시 사업량 소진시까지 상시신청,방문신청,,강진군농업기술센터 귀농지원팀팀/061-430-3645~7,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/492000000134,650,"귀농,농업,영농"
493000000129,노지채소 친환경 자재 및 칼슘유황 비료 지원,농림축산어업,노지채소 재배농가에 친환경자재 및 칼슘유황 비료 지원,○ 노지채소 품질향상을 위한 친환경자재 및 칼슘유황 비료 지원,,전남광주통합특별시 해남군,시군구,농정과,개인,2024.02.01~2024.02.29,방문신청,,농정과/061-530-5383,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/493000000129,556,농가
493000000132,지역화폐(해남사랑상품권),행정·안전,"소비자에게 할인 및 소득공제 혜택, 가맹점에 수수료 절감 혜택 등 제공","○ 소비자
 - 구입시 5~10%할인구매(한도: 월 50~70만원, 특별한 경우 100만원), 연말정산 시 소득공제 30% 
 ※ 할인혜택은 특판행사에 따라 변동될 수 있음

○ 가맹점 
 - 지류상품권 결제시 카드수수료 절감, 가맹점 매출증대",,전남광주통합특별시 해남군,시군구,농촌경제과,개인,상시신청,방문신청,,경제산업과/061-530-5352,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/493000000132,3438,농촌
493000000137,소상공인 지원,고용·창업,"소상공인에게 대출 수수료, 점포환경개선, 카드수수료 지원","○ 업체당 3천만원 이내(2년거치, 일시상환) 2년간 3%(연 최대 150만원)

○ 특례보증 대출 수수료(0.8%) 지원 (업체당 최대 30만원)

○ 점포환경(간판교체, 내부 집기류 등), 판매시스템, 위생, 안전관리 등 지원

○ 배달대행업체 이용 시 발행하는 배달수수료 등 지원

○ 해남사랑카드상품권 가맹점 카드수수료 지원

○ 소상공인 풍수해보험료 자부담금 일부 또는 전액 지원",,전남광주통합특별시 해남군,시군구,농촌경제과,소상공인,상시신청,방문신청,,경제산업과/061-530-5353,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/493000000137,1196,농촌
493000000154,영농 창업지원 상품권 지원,농림축산어업,귀농 후 농업인에게 초기정착금 지원,"○ 귀농 초기정착금 지원 
    - 해남사랑상품권 100만원",,전남광주통합특별시 해남군,시군구,농업기술센터,개인,상시신청,방문신청,,농업기술센터 귀농귀촌팀/061-531-4271,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/493000000154,448,"귀농,농업,영농"
493000000155,귀농귀촌인 자녀 학자금 지원,생활안정,"귀농,귀촌,귀향인 자녀 학자금 50만원 지원","○ 귀농,귀촌,귀향인의 관내 초,중,고에 재학중인 자녀에게 학자금 지원
   - 학자금 50만원 지원(연 1회/최대 3회)",,전남광주통합특별시 해남군,시군구,농업기술센터,개인||가구,상시신청,방문신청,,농업기술센터 귀농귀촌팀/061-531-4271,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/493000000155,523,"귀농,귀촌,농업"
